0.500835 0.500835 1.061253
0.502504 0.500835 1.059570
0.504174 0.500835 1.057856
0.505843 0.500835 1.056117
0.507513 0.500835 1.054348
0.509182 0.500835 1.052543
0.510851 0.500835 1.050705
0.512521 0.500835 1.048825
0.514190 0.500835 1.046918
0.515860 0.500835 1.044975
0.517529 0.500835 1.043012
0.519199 0.500835 1.041019
0.520868 0.500835 1.039011
0.522538 0.500835 1.036974
0.524207 0.500835 1.034919
0.525876 0.500835 1.032831
0.527546 0.500835 1.030723
0.529215 0.500835 1.028582
0.530885 0.500835 1.026430
0.532554 0.500835 1.024261
0.534224 0.500835 1.022090
0.535893 0.500835 1.019909
0.537563 0.500835 1.017710
0.539232 0.500835 1.015478
0.540901 0.500835 1.013212
0.542571 0.500835 1.010905
0.544240 0.500835 1.008572
0.545910 0.500835 1.006216
0.547579 0.500835 1.003826
0.549249 0.500835 1.001422
0.550918 0.500835 0.998973
0.552588 0.500835 0.996502
0.554257 0.500835 0.994015
0.555927 0.500835 0.991510
0.557596 0.500835 0.988993
0.559265 0.500835 0.986461
0.560935 0.500835 0.983892
0.562604 0.500835 0.981316
0.564274 0.500835 0.978721
0.565943 0.500835 0.976117
0.567613 0.500835 0.973494
0.569282 0.500835 0.970855
0.570952 0.500835 0.968186
0.572621 0.500835 0.965509
0.574290 0.500835 0.962824
0.575960 0.500835 0.960124
0.577629 0.500835 0.957401
0.579299 0.500835 0.954668
0.580968 0.500835 0.951911
0.582638 0.500835 0.949152
0.584307 0.500835 0.946375
0.585977 0.500835 0.943585
0.587646 0.500835 0.940764
0.589316 0.500835 0.937942
0.590985 0.500835 0.935105
0.592654 0.500835 0.932255
0.594324 0.500835 0.929381
0.595993 0.500835 0.926493
0.597663 0.500835 0.923593
0.599332 0.500835 0.920677
0.601002 0.500835 0.917748
0.602671 0.500835 0.914797
0.604341 0.500835 0.911831
0.606010 0.500835 0.908854
0.607679 0.500835 0.905868
0.609349 0.500835 0.902859
0.611018 0.500835 0.899829
0.612688 0.500835 0.896794
0.614357 0.500835 0.893746
0.616027 0.500835 0.890683
0.617696 0.500835 0.887594
0.619366 0.500835 0.884502
0.621035 0.500835 0.881396
0.622705 0.500835 0.878272
0.624374 0.500835 0.875128
0.626043 0.500835 0.871974
0.627713 0.500835 0.868808
0.629382 0.500835 0.865624
0.631052 0.500835 0.862420
0.632721 0.500835 0.859203
0.634391 0.500835 0.855974
0.636060 0.500835 0.852726
0.637730 0.500835 0.849463
0.639399 0.500835 0.846182
0.641068 0.500835 0.842895
0.642738 0.500835 0.839591
0.644407 0.500835 0.836271
0.646077 0.500835 0.832943
0.647746 0.500835 0.829600
0.649416 0.500835 0.826250
0.651085 0.500835 0.822873
0.652755 0.500835 0.819495
0.654424 0.500835 0.816100
0.656093 0.500835 0.812694
0.657763 0.500835 0.809268
0.659432 0.500835 0.805832
0.661102 0.500835 0.802389
0.662771 0.500835 0.798925
0.664441 0.500835 0.795447
0.666110 0.500835 0.791958
0.667780 0.500835 0.788462
0.669449 0.500835 0.784951
0.671118 0.500835 0.781423
0.672788 0.500835 0.777898
0.674457 0.500835 0.774355
0.676127 0.500835 0.770808
0.677796 0.500835 0.767236
0.679466 0.500835 0.763674
0.681135 0.500835 0.760090
0.682805 0.500835 0.756501
0.684474 0.500835 0.752896
0.686144 0.500835 0.749287
0.687813 0.500835 0.745665
0.689482 0.500835 0.742031
0.691152 0.500835 0.738391
0.692821 0.500835 0.734738
0.694491 0.500835 0.731075
0.696160 0.500835 0.727406
0.697830 0.500835 0.723731
0.699499 0.500835 0.720050
0.701169 0.500835 0.716354
0.702838 0.500835 0.712665
0.704507 0.500835 0.708962
0.706177 0.500835 0.705257
0.707846 0.500835 0.701539
0.709516 0.500835 0.697821
0.711185 0.500835 0.694093
0.712855 0.500835 0.690355
0.714524 0.500835 0.686616
0.716194 0.500835 0.682863
0.717863 0.500835 0.679107
0.719533 0.500835 0.675347
0.721202 0.500835 0.671587
0.722871 0.500835 0.667818
0.724541 0.500835 0.664045
0.726210 0.500835 0.660278
0.727880 0.500835 0.656504
0.729549 0.500835 0.652726
0.731219 0.500835 0.648948
0.732888 0.500835 0.645159
0.734558 0.500835 0.641368
0.736227 0.500835 0.637564
0.737897 0.500835 0.633761
0.739566 0.500835 0.629934
0.741235 0.500835 0.626102
0.742905 0.500835 0.622255
0.744574 0.500835 0.618392
0.746244 0.500835 0.614512
0.747913 0.500835 0.610615
0.749583 0.500835 0.606698
0.751252 0.500835 0.602762
0.752922 0.500835 0.598815
0.754591 0.500835 0.594859
0.756260 0.500835 0.590889
0.757930 0.500835 0.586917
0.759599 0.500835 0.582935
0.761269 0.500835 0.578940
0.762938 0.500835 0.574936
0.764608 0.500835 0.570913
0.766277 0.500835 0.566878
0.767947 0.500835 0.562827
0.769616 0.500835 0.558789
0.771285 0.500835 0.554744
0.772955 0.500835 0.550717
0.774624 0.500835 0.546693
0.776294 0.500835 0.542661
0.777963 0.500835 0.538617
0.779633 0.500835 0.534555
0.781302 0.500835 0.530486
0.782972 0.500835 0.526417
0.784641 0.500835 0.522361
0.786310 0.500835 0.518320
0.787980 0.500835 0.514279
0.789649 0.500835 0.510240
0.791319 0.500835 0.506183
